Date,Confirmed,Recovered,Deaths,Day_deaths,Day_confirmed,Day_recovered,Rt,Rt2,Rate_conf,Rate_ill,Region,Remaining_ill,MA7_dayconfirmed,MA14_dayconfirmed,MA7_remaining_ill,MA14_remaining_ill,Change_dayconf,Change_remill
2020-06-22,5528,1778,40,0,194,80,0.979,1.16,0.933342338083339,1.5480392893206152,Иркутская обл.,3710,196.14285714285714,189.35714285714286,3439.4285714285716,3052.5,3,114
2020-06-23,5726,1953,40,0,198,175,0.976,1.152,0.9548027780325327,1.5890718849636254,Иркутская обл.,3733,178.85714285714286,188.78571428571428,3505.0,3158.785714285714,4,23
2020-06-24,5919,2059,42,2,193,106,1.16,1.152,0.9753147651681302,1.6632831763568086,Иркутская обл.,3818,180.85714285714286,189.57142857142858,3581.8571428571427,3263.4285714285716,-5,85
2020-06-25,6128,2117,44,2,209,58,1.166,1.153,0.9980553555897941,1.7230969703550874,Иркутская обл.,3967,191.71428571428572,187.35714285714286,3673.285714285714,3365.5714285714284,16,149
2020-06-26,6338,2254,50,6,210,137,1.092,1.151,1.0209505890843018,1.770377554737318,Иркутская обл.,4034,198.28571428571428,191.57142857142858,3762.4285714285716,3464.0,1,67
2020-06-27,6575,2330,55,5,237,76,1.094,1.149,1.0475650286945188,1.8595362254521246,Иркутская обл.,4190,204.57142857142858,196.85714285714286,3864.0,3563.5,27,156
2020-06-28,6807,2465,55,0,232,135,1.144,1.148,1.0729197698116597,1.8945805362453982,Иркутская обл.,4287,210.42857142857142,198.5,3962.714285714286,3655.5714285714284,-5,97
2020-06-29,7043,2534,56,1,236,69,1.152,1.149,1.0984846121692693,1.9482849142457124,Иркутская обл.,4453,216.42857142857142,206.28571428571428,4068.8571428571427,3754.1428571428573,4,166
2020-06-30,7285,2704,59,3,242,170,1.169,1.149,1.1244904290969038,2.0019567998795815,Иркутская обл.,4522,222.71428571428572,200.78571428571428,4181.571428571428,3843.285714285714,6,69
2020-07-01,7533,2850,63,4,248,146,1.128,1.149,1.151122011598322,2.0816624462687776,Иркутская обл.,4620,230.57142857142858,205.71428571428572,4296.142857142857,3939.0,6,98
2020-07-02,7776,2927,66,3,243,77,1.091,1.147,1.176105813223628,2.1496242764175024,Иркутская обл.,4783,235.42857142857142,213.57142857142858,4412.714285714285,4043.0,-5,163
2020-07-03,8025,3103,69,3,249,176,1.073,1.144,1.2015577578707648,2.2045963539892157,Иркутская обл.,4853,241.0,219.64285714285714,4529.714285714285,4146.071428571428,6,70
2020-07-04,8260,3231,69,0,235,128,1.03,1.14,1.22458358969037,2.279317491464048,Иркутская обл.,4960,240.71428571428572,222.64285714285714,4639.714285714285,4251.857142857143,-14,107
2020-07-05,8501,3257,69,0,241,26,1.01,1.136,1.2478513793007275,2.348643006263048,Иркутская обл.,5175,242.0,226.21428571428572,4766.571428571428,4364.642857142857,6,215
2020-07-06,8740,3322,69,0,239,65,0.995,1.131,1.270603696671716,2.396108172032414,Иркутская обл.,5349,242.42857142857142,229.42857142857142,4894.571428571428,4481.714285714285,-2,174
2020-07-07,8985,3756,76,7,245,434,0.978,1.126,1.2942396612073808,2.3438068553962594,Иркутская обл.,5153,242.85714285714286,232.78571428571428,4984.714285714285,4583.142857142857,6,-196
2020-07-08,9225,3845,82,6,240,89,0.99,1.122,1.3163677667553282,2.4345860100912624,Иркутская обл.,5298,241.71428571428572,236.14285714285714,5081.571428571428,4688.857142857143,-5,145
2020-07-09,9468,4083,86,4,243,238,0.999,1.118,1.3386097290969474,2.4630244210800307,Иркутская обл.,5299,241.71428571428572,238.57142857142858,5155.285714285715,4784.0,3,1
2020-07-10,9679,4196,87,1,211,113,0.974,1.114,1.3557237623540486,2.5232521709040405,Иркутская обл.,5396,236.28571428571428,238.64285714285714,5232.857142857143,4881.285714285715,-32,97
2020-07-11,9885,4402,94,7,206,206,0.938,1.109,1.3718744231812776,2.543228753728244,Иркутская обл.,5389,232.14285714285714,236.42857142857142,5294.142857142857,4966.928571428572,-5,-7
2020-07-12,10094,4490,94,0,209,88,0.901,1.104,1.3881363437583372,2.56558300662116,Иркутская обл.,5510,227.57142857142858,234.78571428571428,5342.0,5054.285714285715,3,121
2020-07-13,10297,4543,94,0,203,53,0.857,1.097,1.4034365591339228,2.59348695696003,Иркутская обл.,5660,222.42857142857142,232.42857142857142,5386.428571428572,5140.5,-6,150
2020-07-14,10495,4727,98,4,198,184,0.869,1.091,1.4183448273998003,2.630992816971992,Иркутская обл.,5670,215.71428571428572,229.28571428571428,5460.285714285715,5222.5,-5,10
2020-07-15,10685,5278,107,9,190,551,0.889,1.087,1.4315975073991551,2.507688668086113,Иркутская обл.,5300,208.57142857142858,225.14285714285714,5460.571428571428,5271.071428571428,-8,-370
2020-07-16,10881,5625,109,2,196,347,0.906,1.083,1.4454095858511657,2.460701445727836,Иркутская обл.,5147,201.85714285714286,221.78571428571428,5438.857142857143,5297.071428571428,6,-153
2020-07-17,11074,5912,115,6,193,287,0.937,1.08,1.458634910557519,2.429865146576668,Иркутская обл.,5047,199.28571428571428,217.78571428571428,5389.0,5310.928571428572,-3,-100
2020-07-18,11262,6136,120,5,188,224,0.94,1.077,1.4713163852805653,2.426245716750595,Иркутская обл.,5006,196.71428571428572,214.42857142857142,5334.285714285715,5314.214285714285,-5,-41
2020-07-19,11447,6160,120,0,185,24,0.952,1.074,1.4836445267035276,2.473905965718663,Иркутская обл.,5167,193.28571428571428,210.42857142857142,5285.285714285715,5313.642857142857,-3,161
2020-07-20,11625,6227,122,2,178,67,0.945,1.072,1.4952037721579552,2.4950699196526953,Иркутская обл.,5276,189.71428571428572,206.07142857142858,5230.428571428572,5308.428571428572,-7,109
2020-07-21,11806,6564,123,1,181,337,0.942,1.07,1.5071591976796437,2.456758365168647,Иркутская обл.,5119,187.28571428571428,201.5,5151.714285714285,5306.0,3,-157
2020-07-22,11976,6762,132,9,170,198,0.931,1.067,1.517505290234291,2.4863986848800343,Иркутская обл.,5082,184.42857142857142,196.5,5120.571428571428,5290.571428571428,-11,-37
2020-07-23,12152,6991,144,12,176,229,0.925,1.065,1.528480399679009,2.4859277757957745,Иркутская обл.,5017,181.57142857142858,191.71428571428572,5102.0,5270.428571428572,6,-65
2020-07-24,12323,7211,150,6,171,220,0.938,1.063,1.5387420100418432,2.4931040200171832,Иркутская обл.,4962,178.42857142857142,188.85714285714286,5089.857142857143,5239.428571428572,-5,-55
2020-07-25,12487,7404,150,0,164,193,0.93,1.061,1.5478728679095597,2.5118642686925883,Иркутская обл.,4933,175.0,185.85714285714286,5079.428571428572,5206.857142857143,-7,-29
2020-07-26,12648,7423,150,0,161,19,0.941,1.059,1.5567056622583801,2.550687052059146,Иркутская обл.,5075,171.57142857142858,182.42857142857142,5066.285714285715,5175.785714285715,-3,142
2020-07-27,12813,7503,154,4,165,80,0.938,1.057,1.566151664792451,2.5596092078416577,Иркутская обл.,5156,169.71428571428572,179.71428571428572,5049.142857142857,5139.785714285715,4,81
2020-07-28,12975,7953,164,10,162,450,0.934,1.055,1.5755632866432305,2.456090680202635,Иркутская обл.,4858,167.0,177.14285714285714,5011.857142857143,5081.785714285715,-3,-298
2020-07-29,13134,8151,167,3,159,198,0.95,1.054,1.5843375674012956,2.469946252000164,Иркутская обл.,4816,165.42857142857142,174.92857142857142,4973.857142857143,5047.214285714285,-3,-42
2020-07-30,13282,8370,171,4,148,219,0.943,1.052,1.5916136508252257,2.481653249023775,Иркутская обл.,4741,161.42857142857142,171.5,4934.428571428572,5018.214285714285,-11,-75
2020-07-31,13422,8599,174,3,140,229,0.921,1.051,1.5978932856814618,2.478039316020639,Иркутская обл.,4649,157.0,167.71428571428572,4889.714285714285,4989.785714285715,-8,-92
2020-08-01,13568,8799,176,2,146,200,0.91,1.049,1.6048391198460452,2.484569487344545,Иркутская обл.,4593,154.42857142857142,164.71428571428572,4841.142857142857,4960.285714285715,6,-56
2020-08-02,13711,8814,176,0,143,15,0.892,1.047,1.6114094985132863,2.5304311005579705,Иркутская обл.,4721,151.85714285714286,161.71428571428572,4790.571428571428,4928.428571428572,-3,128
2020-08-03,13851,8880,178,2,140,66,0.897,1.045,1.6176085880055684,2.5431912726037864,Иркутская обл.,4793,148.28571428571428,159.0,4738.714285714285,4893.928571428572,-3,72
2020-08-04,13988,9158,182,4,137,278,0.929,1.044,1.6238247643724395,2.5042968518488586,Иркутская обл.,4648,144.71428571428572,155.85714285714286,4708.714285714285,4860.285714285715,-3,-145
2020-08-05,14123,9518,189,7,135,360,0.936,1.042,1.6296515109730023,2.41165194881793,Иркутская обл.,4416,141.28571428571428,153.35714285714286,4651.571428571428,4812.714285714285,-2,-232
2020-08-06,14251,9857,198,9,128,339,0.936,1.041,1.6344876785480804,2.3191161271423915,Иркутская обл.,4196,138.42857142857142,149.92857142857142,4573.714285714285,4754.071428571428,-7,-220
2020-08-07,14381,10065,206,8,130,208,0.931,1.04,1.639542373750905,2.298426332919505,Иркутская обл.,4110,137.0,147.0,4496.714285714285,4693.214285714285,2,-86
2020-08-08,14500,10285,206,0,119,220,0.905,1.039,1.64334439851895,2.2613178705594352,Иркутская обл.,4009,133.14285714285714,143.78571428571428,4413.285714285715,4627.214285714285,-11,-101
2020-08-09,14623,10297,206,0,123,12,0.901,1.037,1.64759513980278,2.2993252708125214,Иркутская обл.,4120,130.28571428571428,141.07142857142858,4327.428571428572,4559.0,4,111
2020-08-10,14743,10357,209,3,120,60,0.911,1.036,1.6515917701595466,2.308091859514179,Иркутская обл.,4177,127.42857142857143,137.85714285714286,4239.428571428572,4489.071428571428,-3,57
2020-08-11,14867,10551,214,5,124,194,0.917,1.035,1.656307549362243,2.287875154077404,Иркутская обл.,4102,125.57142857142857,135.14285714285714,4161.428571428572,4435.071428571428,4,-75
2020-08-12,14986,10761,214,0,119,210,0.949,1.034,1.6601288798838154,2.2642723675222842,Иркутская обл.,4011,123.28571428571429,132.28571428571428,4103.571428571428,4377.571428571428,-5,-91
2020-08-13,15101,10943,221,7,115,182,0.956,1.034,1.663549095684092,2.23721146961552,Иркутская обл.,3937,121.42857142857143,129.92857142857142,4066.5714285714284,4320.142857142857,-4,-74
2020-08-14,15211,11089,224,3,110,146,0.951,1.033,1.666369055118024,2.2355916747437785,Иркутская обл.,3898,118.57142857142857,127.78571428571429,4036.285714285714,4266.5,-5,-39
2020-08-15,15324,11198,225,1,113,109,0.94,1.032,1.6694920055257527,2.2567917804415236,Иркутская обл.,3901,117.71428571428571,125.42857142857143,4020.8571428571427,4217.071428571428,3,3
2020-08-16,15442,11214,225,0,118,16,0.938,1.031,1.6732892454161172,2.2979334098737083,Иркутская обл.,4003,117.0,123.64285714285714,4004.1428571428573,4165.785714285715,5,102
2020-08-17,15556,11251,228,3,114,37,0.952,1.031,1.6767538493874934,2.317741495361106,Иркутская обл.,4077,116.14285714285714,121.78571428571429,3989.8571428571427,4114.642857142857,-4,74
2020-08-18,15664,11477,237,9,108,226,0.968,1.03,1.6797981325328983,2.2702062726661416,Иркутская обл.,3950,113.85714285714286,119.71428571428571,3968.1428571428573,4064.785714285714,-6,-127
2020-08-19,15775,11596,239,2,111,119,0.987,1.03,1.682988005176455,2.2919102548441326,Иркутская обл.,3940,112.71428571428571,118.0,3958.0,4030.785714285714,3,-10
2020-08-20,15880,11722,239,0,105,126,0.961,1.029,1.6855852738439199,2.298614614004012,Иркутская обл.,3919,111.28571428571429,116.35714285714286,3955.4285714285716,4011.0,-6,-21
2020-08-21,15981,11838,239,0,101,116,0.934,1.029,1.6875823674517623,2.3038292900263784,Иркутская обл.,3904,110.0,114.28571428571429,3956.285714285714,3996.285714285714,-4,-15
2020-08-22,16086,11959,239,0,105,121,0.932,1.028,1.6898887169515189,2.3127713996787818,Иркутская обл.,3888,108.85714285714286,113.28571428571429,3954.4285714285716,3987.6428571428573,4,-16
2020-08-23,16184,11973,239,0,98,14,0.907,1.027,1.6915617366728368,2.340228720238972,Иркутская обл.,3972,106.0,111.5,3950.0,3977.0714285714284,-7,84
2020-08-24,16273,12006,239,0,89,33,0.897,1.026,1.6924720200771093,2.342541436464088,Иркутская обл.,4028,102.42857142857143,109.28571428571429,3943.0,3966.4285714285716,-9,56
2020-08-25,16360,12225,242,3,87,219,0.892,1.025,1.6932504923984852,2.2916985530451983,Иркутская обл.,3893,99.42857142857143,106.64285714285714,3934.8571428571427,3951.5,-2,-135
2020-08-26,16434,12412,245,3,74,187,0.825,1.024,1.6927173190917377,2.2477861359741,Иркутская обл.,3777,94.14285714285714,103.42857142857143,3911.5714285714284,3934.785714285714,-13,-116
2020-08-27,16510,12543,248,3,76,131,0.797,1.023,1.6923335547409941,2.2375173724964053,Иркутская обл.,3719,90.0,100.64285714285714,3883.0,3919.214285714286,2,-58
2020-08-28,16583,12656,248,0,73,113,0.789,1.021,1.6914438420856688,2.2293591880018178,Иркутская обл.,3679,86.0,98.0,3850.8571428571427,3903.5714285714284,-3,-40
2020-08-29,16660,12777,248,0,77,121,0.792,1.02,1.6907766408956855,2.2173016628237505,Иркутская обл.,3635,82.0,95.42857142857143,3814.714285714286,3884.5714285714284,4,-44
2020-08-30,16732,12812,248,0,72,35,0.856,1.019,1.6895446549923965,2.208708519046502,Иркутская обл.,3672,78.28571428571429,92.14285714285714,3771.8571428571427,3860.9285714285716,-5,37
2020-08-31,16810,12826,248,0,78,14,0.92,1.018,1.6889057678995378,2.213847211358411,Иркутская обл.,3736,76.71428571428571,89.57142857142857,3730.1428571428573,3836.5714285714284,6,64
2020-09-01,16886,12966,250,2,76,140,0.977,1.018,1.6885189510903476,2.1970259332870383,Иркутская обл.,3670,75.14285714285714,87.28571428571429,3698.285714285714,3816.5714285714284,-2,-66
2020-09-02,16958,13080,251,1,72,114,0.993,1.018,1.687363184079602,2.179464838327815,Иркутская обл.,3627,74.85714285714286,84.5,3676.8571428571427,3794.214285714286,-4,-43
2020-09-03,17033,13205,252,1,75,125,1.01,1.018,1.6864439922969916,2.1603073725926105,Иркутская обл.,3576,74.71428571428571,82.35714285714286,3656.4285714285716,3769.714285714286,3,-51
2020-09-04,17103,13331,254,2,70,126,0.977,1.018,1.6848503356795603,2.13588814211731,Иркутская обл.,3518,74.28571428571429,80.14285714285714,3633.4285714285716,3742.1428571428573,-5,-58
2020-09-05,17184,13393,254,0,81,62,0.983,1.018,1.6841940194646725,2.1511327352896457,Иркутская обл.,3537,74.85714285714286,78.42857142857143,3619.4285714285716,3717.0714285714284,11,19
2020-09-06,17253,13393,254,0,69,0,0.99,1.018,1.6823906270569133,2.162700316668266,Иркутская обл.,3606,74.42857142857143,76.35714285714286,3610.0,3690.9285714285716,-12,69
2020-09-07,17328,13455,254,0,75,62,0.98,1.017,1.6812038537290552,2.1345743237663823,Иркутская обл.,3619,74.0,75.35714285714286,3593.285714285714,3661.714285714286,6,13
2020-09-08,17395,13676,254,0,67,221,0.997,1.017,1.679396093219758,2.065610711368907,Иркутская обл.,3465,72.71428571428571,73.92857142857143,3564.0,3631.1428571428573,-8,-154
2020-09-09,17466,13781,259,5,71,105,0.946,1.017,1.6777985162443672,2.058721021067939,Иркутская обл.,3426,72.57142857142857,73.71428571428571,3535.285714285714,3606.0714285714284,4,-39
2020-09-10,17542,13862,260,1,76,81,0.98,1.017,1.6764624368053365,2.06354761243921,Иркутская обл.,3420,72.71428571428571,73.71428571428571,3513.0,3584.714285714286,5,-6
2020-09-11,17615,13975,261,1,73,113,0.973,1.017,1.6746302313775223,2.0429015368617067,Иркутская обл.,3379,73.14285714285714,73.71428571428571,3493.1428571428573,3563.285714285714,-3,-41
2020-09-12,17691,14047,262,1,76,72,1.014,1.017,1.6731261384464355,2.045444923583097,Иркутская обл.,3382,72.42857142857143,73.64285714285714,3471.0,3545.214285714286,3,3
2020-09-13,17760,14061,262,0,69,14,1.043,1.017,1.6710402884426299,2.04573591733727,Иркутская обл.,3437,72.42857142857143,73.42857142857143,3446.8571428571427,3528.4285714285716,-7,55
2020-09-14,17832,14108,262,0,72,47,1.003,1.017,1.6691627976636214,2.0247390121940523,Иркутская обл.,3462,72.0,73.0,3424.4285714285716,3508.8571428571427,3,25
2020-09-15,17905,14312,264,2,73,204,1.01,1.017,1.667366640933688,1.9495312106536111,Иркутская обл.,3329,72.85714285714286,72.78571428571429,3405.0,3484.5,1,-133
2020-09-16,17981,14457,266,2,76,145,0.98,1.017,1.665649238225543,1.9109849373562948,Иркутская обл.,3258,73.57142857142857,73.07142857142857,3381.0,3458.1428571428573,3,-71
2020-09-17,18058,14566,269,3,77,109,1.014,1.017,1.6639008699129534,1.8919648727341034,Иркутская обл.,3223,73.71428571428571,73.21428571428571,3352.8571428571427,3432.9285714285716,1,-35
2020-09-18,18139,14712,273,4,81,146,1.059,1.017,1.6623197145124662,1.8467772156642308,Иркутская обл.,3154,74.85714285714286,74.0,3320.714285714286,3406.9285714285716,4,-69
2020-09-19,18211,14815,274,1,72,103,1.055,1.017,1.6596931786801743,1.820939049285506,Иркутская обл.,3122,74.28571428571429,73.35714285714286,3283.5714285714284,3377.285714285714,-9,-32
2020-09-20,18289,14819,274,0,78,4,1.062,1.017,1.657514643388294,1.8302180685358256,Иркутская обл.,3196,75.57142857142857,74.0,3249.1428571428573,3348.0,6,74
2020-09-21,18358,14865,277,3,69,46,1.007,1.017,1.6544775345959561,1.8053925999113023,Иркутская обл.,3216,75.14285714285714,73.57142857142857,3214.0,3319.214285714286,-9,20
2020-09-22,18433,15053,277,0,75,188,0.958,1.017,1.6519837606761008,1.741184656476556,Иркутская обл.,3103,75.42857142857143,74.14285714285714,3181.714285714286,3293.3571428571427,6,-113
2020-09-23,18506,15205,278,1,73,152,0.964,1.017,1.649021912405624,1.691255042155497,Иркутская обл.,3023,75.0,74.28571428571429,3148.1428571428573,3264.5714285714284,-2,-80
2020-09-24,18586,15369,281,3,80,164,0.964,1.016,1.6464747757867395,1.6396830095108317,Иркутская обл.,2936,75.42857142857143,74.57142857142857,3107.1428571428573,3230.0,7,-87
2020-09-25,18663,15492,281,0,77,123,1.017,1.016,1.6428003042124981,1.5892568437029135,Иркутская обл.,2890,74.85714285714286,74.85714285714286,3069.4285714285716,3195.0714285714284,-3,-46
2020-09-26,18745,15668,284,3,82,176,1.061,1.016,1.639163637412981,1.5245966069128147,Иркутская обл.,2793,76.28571428571429,75.28571428571429,3022.4285714285716,3153.0,5,-97
2020-09-27,18821,15707,284,0,76,39,1.068,1.017,1.6345647789980877,1.5061523395921148,Иркутская обл.,2830,76.0,75.78571428571429,2970.1428571428573,3109.6428571428573,-6,37
2020-09-28,18906,15769,284,0,85,62,1.077,1.017,1.6304277522846773,1.4761885050810273,Иркутская обл.,2853,78.28571428571429,76.71428571428571,2918.285714285714,3066.1428571428573,9,23
2020-09-29,18989,15925,287,3,83,156,1.069,1.017,1.62604201900146,1.4251184177439302,Иркутская обл.,2777,79.42857142857143,77.42857142857143,2871.714285714286,3026.714285714286,-2,-76
2020-09-30,19076,16025,291,4,87,100,1.061,1.017,1.6217144469967337,1.398835317550822,Иркутская обл.,2760,81.42857142857143,78.21428571428571,2834.1428571428573,2991.1428571428573,4,-17
2020-10-01,19168,16175,297,6,92,150,1.102,1.018,1.6172374836635222,1.347339803496287,Иркутская обл.,2696,83.14285714285714,79.28571428571429,2799.8571428571427,2953.5,5,-64
2020-10-02,19266,16295,297,0,98,120,1.125,1.018,1.612699358720555,1.3154917105327888,Иркутская обл.,2674,86.14285714285714,80.5,2769.0,2919.214285714286,6,-22
2020-10-03,19363,16375,299,2,97,80,1.147,1.019,1.6075523328313277,1.2965784601141799,Иркутская обл.,2689,88.28571428571429,82.28571428571429,2754.1428571428573,2888.285714285714,-1,15
2020-10-04,19462,16386,299,0,99,11,1.166,1.019,1.6018093812268468,1.2946386946386947,Иркутская обл.,2777,91.57142857142857,83.78571428571429,2746.5714285714284,2858.3571428571427,2,88
2020-10-05,19570,16421,302,3,108,35,1.159,1.02,1.596392495568522,1.281912738079157,Иркутская обл.,2847,94.85714285714286,86.57142857142857,2745.714285714286,2832.0,9,70
2020-10-06,19686,16563,309,7,116,142,1.167,1.021,1.590782736863881,1.2382020988713616,Иркутская обл.,2814,99.57142857142857,89.5,2751.0,2811.3571428571427,8,-33
2020-10-07,19810,16705,311,2,124,142,1.195,1.022,1.5865528235594686,1.2070209392644689,Иркутская обл.,2794,104.85714285714286,93.14285714285714,2755.8571428571427,2795.0,8,-20
2020-10-08,19946,16827,312,1,136,122,1.254,1.023,1.5828751730004953,1.1907842546674756,Иркутская обл.,2807,111.14285714285714,97.14285714285714,2771.714285714286,2785.785714285714,12,13
2020-10-09,20092,16995,315,3,146,168,1.299,1.024,1.5792642571594309,1.156468240771533,Иркутская обл.,2782,118.0,102.07142857142857,2787.1428571428573,2778.0714285714284,10,-25
2020-10-10,20247,17111,317,2,155,116,1.336,1.026,1.575539030911598,1.1439168296582451,Иркутская обл.,2819,126.28571428571429,107.28571428571429,2805.714285714286,2779.9285714285716,9,37
2020-10-11,20406,17122,318,1,159,11,1.333,1.028,1.5712417938305314,1.1600483418661682,Иркутская обл.,2966,134.85714285714286,113.21428571428571,2832.714285714286,2789.6428571428573,4,147
2020-10-12,20568,17177,318,0,162,55,1.285,1.029,1.5673126014432566,1.1580799915584146,Иркутская обл.,3073,142.57142857142858,118.71428571428571,2865.0,2805.3571428571427,3,107
2020-10-13,20739,17417,320,2,171,240,1.239,1.031,1.5638172251387068,1.106006403194966,Иркутская обл.,3002,150.42857142857142,125.0,2891.8571428571427,2821.4285714285716,9,-71
2020-10-14,20918,17571,321,1,179,154,1.196,1.032,1.5605684533601312,1.0904543800157838,Иркутская обл.,3026,158.28571428571428,131.57142857142858,2925.0,2840.4285714285716,8,24
2020-10-15,21101,17704,322,1,183,133,1.166,1.033,1.5582319115202528,1.0882066707953642,Иркутская обл.,3075,165.0,138.07142857142858,2963.285714285714,2867.5,4,49
2020-10-16,21281,17882,322,0,180,178,1.146,1.034,1.5541370015474913,1.0646764103415822,Иркутская обл.,3077,169.85714285714286,143.92857142857142,3005.4285714285716,2896.285714285714,-3,2
2020-10-17,21468,17982,324,2,187,100,1.127,1.034,1.5508927313642553,1.0717408841014935,Иркутская обл.,3162,174.42857142857142,150.35714285714286,3054.4285714285716,2930.0714285714284,7,85
2020-10-18,21647,18006,324,0,179,24,1.086,1.035,1.546950192019918,1.089072827025554,Иркутская обл.,3317,177.28571428571428,156.07142857142858,3104.5714285714284,2968.6428571428573,-8,155
2020-10-19,21828,18104,327,3,181,98,1.046,1.035,1.5422704187616052,1.0782552389174913,Иркутская обл.,3397,180.0,161.28571428571428,3150.8571428571427,3007.9285714285716,2,80
2020-10-20,22005,18328,327,0,177,224,1.015,1.035,1.5370537881513096,1.042340817444118,Иркутская обл.,3350,180.85714285714286,165.64285714285714,3200.5714285714284,3046.214285714286,-4,-47
2020-10-21,22185,18571,334,7,180,243,0.984,1.034,1.532817212324721,1.0066815418187176,Иркутская обл.,3280,181.0,169.64285714285714,3236.8571428571427,3080.9285714285716,3,-70
2020-10-22,22368,18729,342,8,183,158,0.989,1.034,1.5285934725887818,0.998860868406064,Иркутская обл.,3297,181.0,173.0,3268.5714285714284,3115.9285714285716,3,17
2020-10-23,22563,18982,351,9,195,253,1.011,1.034,1.5238618819083023,0.9616816030011611,Иркутская обл.,3230,183.14285714285714,176.5,3290.4285714285716,3147.9285714285716,12,-67
2020-10-24,22764,19113,359,8,201,131,1.048,1.034,1.5204716641496907,0.9667340130620683,Иркутская обл.,3292,185.14285714285714,179.78571428571428,3309.0,3181.714285714286,6,62
2020-10-25,22972,19169,368,9,208,56,1.098,1.034,1.5174284304471235,0.9833812856958818,Иркутская обл.,3435,189.28571428571428,183.28571428571428,3325.8571428571427,3215.214285714286,7,143
2020-10-26,23183,19292,375,7,211,123,1.13,1.035,1.5140175441346269,0.9797719995875818,Иркутская обл.,3516,193.57142857142858,186.78571428571428,3342.8571428571427,3246.8571428571427,3,81
2020-10-27,23398,19598,384,9,215,306,1.136,1.036,1.5117194112318724,0.9430081850681169,Иркутская обл.,3416,199.0,189.92857142857142,3352.285714285714,3276.4285714285716,4,-100
2020-10-28,23621,19731,394,10,223,133,1.129,1.037,1.5103172938715173,0.9558702903702083,Иркутская обл.,3496,205.14285714285714,193.07142857142858,3383.1428571428573,3310.0,8,80
2020-10-29,23849,20028,406,12,228,297,1.114,1.037,1.507814727636779,0.9271048537943429,Иркутская обл.,3415,211.57142857142858,196.28571428571428,3400.0,3334.285714285714,5,-81
2020-10-30,24081,20243,414,8,232,215,1.102,1.038,1.505085076276144,0.9210243167635034,Иркутская обл.,3424,216.85714285714286,200.0,3427.714285714286,3359.0714285714284,4,9
2020-10-31,24311,20479,424,10,230,236,1.093,1.038,1.5024262784621127,0.9094984948440402,Иркутская обл.,3408,221.0,203.07142857142858,3444.285714285714,3376.6428571428573,-2,-16
2020-11-01,24549,20527,430,6,238,48,1.083,1.039,1.4998341256405103,0.9381700981787695,Иркутская обл.,3592,225.28571428571428,207.28571428571428,3466.714285714286,3396.285714285714,8,184
2020-11-02,24789,20625,437,7,240,98,1.072,1.039,1.4977903830606911,0.9543392090788975,Иркутская обл.,3727,229.42857142857142,211.5,3496.8571428571427,3419.8571428571427,2,135
2020-11-03,25028,21113,448,11,239,488,1.055,1.039,1.495382048962589,0.8810807788682928,Иркутская обл.,3467,232.85714285714286,215.92857142857142,3504.1428571428573,3428.214285714286,-1,-260
2020-11-04,25273,21391,460,12,245,278,1.054,1.039,1.4923936522633623,0.8613008613008613,Иркутская обл.,3422,236.0,220.57142857142858,3493.5714285714284,3438.3571428571427,6,-45
2020-11-05,25516,21557,468,8,243,166,1.042,1.039,1.4896739834825772,0.8637240833292098,Иркутская обл.,3491,238.14285714285714,224.85714285714286,3504.4285714285716,3452.214285714286,-2,69
2020-11-06,25761,21851,479,11,245,294,1.034,1.039,1.4861200849178513,0.8421099136291231,Иркутская обл.,3431,240.0,228.42857142857142,3505.4285714285716,3466.5714285714284,2,-60
2020-11-07,26014,22201,484,5,253,350,1.041,1.039,1.4832629732768627,0.8106502247612368,Иркутская обл.,3329,243.28571428571428,232.14285714285714,3494.1428571428573,3469.214285714286,8,-102
2020-11-08,26264,22496,494,10,250,295,1.03,1.039,1.4802173660652391,0.780679959368398,Иркутская обл.,3274,245.0,235.14285714285714,3448.714285714286,3457.714285714286,-3,-55
2020-11-09,26520,22729,505,11,256,233,1.038,1.039,1.4765061810601894,0.7638343274492211,Иркутская обл.,3286,247.28571428571428,238.35714285714286,3385.714285714286,3441.285714285714,6,12
2020-03-12,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,,,,,0,0
2020-03-13,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,,,,,0,0
2020-03-14,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,,,,,0,0
2020-03-15,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,,,,,0,0
2020-03-16,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,,,,,0,0
2020-03-17,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,,,,,0,0
2020-03-18,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,0.0,,0.0,,0,0
2020-03-19,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,0.0,,0.0,,0,0
2020-03-20,0,0,0,0,0,0,,,0.0,0.0,Кабардино-Балкария,0,0.0,,0.0,,0,0
2020-03-21,2,0,0,0,2,0,inf,inf,0.6535947712418301,0.6896551724137931,Кабардино-Балкария,2,0.2857142857142857,,0.2857142857142857,,2,2
2020-03-22,2,0,0,0,0,0,inf,inf,0.5449591280653951,0.5698005698005698,Кабардино-Балкария,2,0.2857142857142857,,0.5714285714285714,,-2,0
